dgp,scale_estimator,equation,block,horizon,tau_mean,tau_median,p_tau_gt1,tau_q05,tau_q25,tau_q50,tau_q75,tau_q95
correct,pooled,1,1,9,0.5488718466,0.5020809324,0.1782714286,0.2318923391,0.3674957711,0.5020809324,0.6796596879,1.020518852
correct,pooled,1,1,10,0.5826119525,0.5330295002,0.2039085714,0.2510573971,0.3925763642,0.5330295002,0.7181463238,1.079019689
correct,pooled,1,1,11,0.6131869041,0.5614372304,0.2262085714,0.2674484665,0.4154662233,0.5614372304,0.7531802197,1.132074789
correct,pooled,1,1,12,0.6410815296,0.5859522048,0.2451142857,0.2812934259,0.4344829177,0.5859522048,0.7870640868,1.18217113
correct,pooled,1,1,13,0.6657425296,0.6085153074,0.2609628571,0.2934541185,0.4510786668,0.6085153074,0.8158021464,1.226955191
correct,pooled,1,1,14,0.6882356036,0.6280032553,0.2742971429,0.3028457312,0.4670017838,0.6280032553,0.842658406,1.274277998
correct,pooled,1,1,15,0.7108451402,0.6480618391,0.2877514286,0.3135986426,0.4818964257,0.6480618391,0.86953502,1.318193041
correct,pooled,1,1,16,0.7319566154,0.66606394,0.2979771429,0.3216723652,0.493165047,0.66606394,0.8971852038,1.361662301
correct,pooled,1,1,17,0.7527282875,0.6817634215,0.30632,0.3265409386,0.5037213539,0.6817634215,0.9219940758,1.415619299
correct,pooled,1,1,18,0.7737400143,0.6960226594,0.3129085714,0.3273226142,0.5087453794,0.6960226594,0.9507930802,1.479554829
correct,pooled,1,1,19,0.7914676157,0.7042286763,0.3155828571,0.3170410965,0.505784693,0.7042286763,0.976669691,1.558841892
correct,pooled,1,1,20,0.8111700782,0.7064364248,0.31526,0.2954762096,0.4930903856,0.7064364248,1.00529181,1.680349488
correct,pooled,1,2,1,0.3513204347,0.3030799163,0.03805428571,0.09500722247,0.1937915178,0.3030799163,0.4549048488,0.7684304248
correct,pooled,1,2,2,0.3409544989,0.2980806497,0.03492,0.09739323168,0.1933410588,0.2980806497,0.4421074978,0.7280978546
correct,pooled,1,2,3,0.3419359192,0.301802728,0.03725714286,0.1028031118,0.1988245056,0.301802728,0.4413928349,0.7169464832
correct,pooled,1,2,4,0.3510245254,0.3121432399,0.04457428571,0.110156995,0.207747123,0.3121432399,0.4521117752,0.7215120751
correct,pooled,1,2,5,0.3652173987,0.3263313239,0.05558571429,0.1195565376,0.2196832052,0.3263313239,0.4684226203,0.7400367272
correct,pooled,1,2,6,0.3832384726,0.3433561756,0.06968857143,0.130545207,0.2344317611,0.3433561756,0.48860609,0.7682809205
correct,pooled,1,2,7,0.4044660701,0.3639338987,0.08543714286,0.1429252388,0.2516000589,0.3639338987,0.5124226457,0.8006041759
correct,pooled,1,2,8,0.4283101168,0.3864477796,0.1026142857,0.156786044,0.2693815912,0.3864477796,0.5391244066,0.8392311077
correct,pooled,1,2,9,0.454072064,0.4099673554,0.1226828571,0.1719748916,0.2892688916,0.4099673554,0.5695284916,0.8836597244
